NodeNumber,Equivalent Stress (Pa)
1151,1.2396e+007
1152,3.6584e+007
1153,89.495
1154,407.94
1155,4039.9
1156,1.5244e+007
1157,3242.6
1158,3.8084e+007
1159,100.49
1160,8.6109e+007
1161,5.1479e+007
1162,12116
1163,2.3774
1164,9.6767e+006
1165,3.3629e+007
1166,2.7399e+005
1167,187.85
1168,3.103e+005
1169,1590.8
1170,2.3012e+007
1171,7.2946e+007
1172,6.6432e+005
1173,108.63
1174,3.5005e+007
1175,2.3533e+007
1176,14.234
1177,14.986
1178,325.52
1179,1.1322e+006
1180,6.8576e+007
1181,2.14e+005
1182,1.7166e+005
1183,5.894e+007
1184,53.791
1185,7.4628e+007
1186,2.5518e+008
1187,2.4325e+008
1188,4.0574e+007
1189,3.8352e+007
1190,1.5668e+008
1191,1.5999e+008
1192,2.2714e+008
1193,2.3208e+008
1194,4.0967e+007
1195,9.7733e+006
1196,1.3413e+007
1197,2.4844e+008
1198,2.2855e+008
1199,7.781e+007
1200,2.4761e+008
1201,7.6966e+007
1202,2.5284e+008
1203,2.0248e+008
1204,2.0359e+008
1205,9.8759e+006
1206,2.8764e+007
1207,2.6534e+007
1208,6.7707e+007
1209,2.1081e+008
1210,2.1093e+008
1211,1.0066e+008
1212,3.3186e+007
1213,5.5707e+007
1214,2.4098e+008
1215,2.2448e+008
1216,5.3407e+007
1217,2.442e+008
1218,3.2441e+007
1219,2.171e+008
1220,2.434e+008
1221,1.0115e+007
1222,7.715e+007
1223,2.3895e+008
1224,9.5392e+007
1225,1.8622e+008
1226,1.0152e+007
1227,1.0335e+008
1228,2.4518e+008
1229,2.3307e+008
1230,2.6293e+008
1231,2.3729e+008
1232,2.388e+008
1233,2.1205e+007
1234,2.2772e+007
1235,3.7899e+007
1236,2.5697e+008
1237,7.5602e+007
1238,2.4324e+008
1239,2.1023e+008
1240,2.1374e+008
1241,2.5759e+008
1242,2.118e+008
1243,2.1351e+008
1244,2.0591e+008
1245,2.432e+008
1246,9.7818e+007
1247,2.5604e+008
1248,1.0252e+007
1249,1.0876e+008
1250,1.724e+007
1251,2.3853e+008
1252,1.9595e+008
1253,2.008e+008
1254,5.307e+006
1255,2.7792e+007
1256,4.1447e+007
1257,8.015e+006
1258,1.902e+007
1259,2.204e+008
1260,2.2634e+008
1261,5.0519e+007
1262,1.315e+008
1263,9.0573e+007
1264,5.7885e+007
1265,2.0998e+008
1266,2.2306e+008
1267,2.0526e+008
1268,2.3603e+008
1269,3.0096e+007
1270,1.8483e+007
1271,1.0028e+008
1272,4.2911e+007
1273,2.1405e+008
1274,2.0892e+008
1275,7.561e+006
1276,5.5312e+007
1277,2.1034e+008
1278,2.1135e+008
1279,2.1143e+008
1280,1.4036e+008
1281,1.0402e+007
1282,8.7998e+007
1283,2.3021e+008
1284,4.2958e+006
1285,2.4009e+008
1286,3.1286e+007
1287,2.0098e+008
1288,2.1467e+008
1289,2.368e+008
1290,2.3767e+008
1291,2.5529e+008
1292,3.1375e+007
1293,2.2518e+008
1294,1.7373e+008
1295,2.4238e+008
1296,2.108e+008
1297,9.9272e+006
1298,2.1084e+008
1299,2.1095e+008
1300,1.5909e+007
1301,1.8803e+008
1302,9.8717e+007
1303,2.3294e+008
1304,2.1739e+008
1305,2.7238e+008
1306,9.3417e+006
1307,7.46e+006
1308,9.1236e+006
1309,2.3159e+008
1310,8.9698e+007
1311,2.0907e+008
1312,2.4382e+008
1313,2.1042e+008
1314,2.11e+008
1315,9.4655e+006
1316,1.0671e+008
1317,2.098e+008
1318,3.2659e+007
1319,2.0848e+008
1320,2.1121e+008
1321,2.2578e+008
1322,2.3857e+008
1323,2.1433e+007
1324,2.3595e+008
1325,1.8661e+008
1326,2.7742e+007
1327,2.3191e+008
1328,3.1933e+007
1329,1.2704e+008
1330,1.6747e+007
1331,1.3164e+008
1332,2.0505e+008
1333,2.0874e+008
1334,5.1453e+007
1335,2.7621e+008
1336,7.8769e+007
1337,6.1488e+007
1338,2.4536e+008
1339,2.2681e+008
1340,2.1021e+008
1341,1.3319e+007
1342,1.3469e+008
1343,2.2096e+008
1344,2.7355e+007
1345,2.3743e+007
1346,2.0631e+007
1347,12590
1348,7.7421e+007
1349,8.7828e+007
1350,9.8425e+007
1351,1.3139e+008
1352,1.4253e+008
1353,1.318e+008
1354,1.3082e+008
1355,1.4782e+008
1356,530.69
1357,2.3343e+005
1358,241.25
1359,1.3253e+008
1360,4.1153e+005
1361,1.5722e+008
1362,9.374e+007
1363,5.5523e+007
1364,5.6336e+007
1365,1250.
1366,1.3582e+008
1367,1.2906e+008
1368,17.535
1369,81206
1370,5.136e+006
1371,48.745
1372,3.7465e+006
1373,26282
1374,5612.1
1375,4.1273e+007
1376,1.4257e+008
1377,1.5284e+008
1378,1.6179e+008
1379,1.5654e+008
1380,1.4924e+008
1381,1.6603e+008
1382,2.9532e+007
1383,5.6311e+007
1384,2.0238e+008
1385,2.0261e+008
1386,1221.8
1387,1.2731e+008
1388,1.9894e+008
1389,3.9415e+007
1390,74800
1391,8.2465e+007
1392,1.8001e+008
1393,1.492e+008
1394,1.4783e+008
1395,1.8078e+008
1396,1.7472e+008
1397,7.6686e+007
1398,1.6207e+008
1399,1.9226e+008
1400,1.0892e+007
1401,134.59
1402,1.8453e+008
1403,2.0317e+008
1404,1.8736e+008
1405,1.8586e+008
1406,3754.8
1407,423.3
1408,4.69e+007
1409,1.7039e+008
1410,1.7501e+008
1411,1.9238e+008
1412,16813
1413,3.7964e+006
1414,1.7236e+008
1415,9.7248e+007
